# maturity time: 3.000000
# model size: 40
# number of dates: 1000
# spot: 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000
# dividend rate: 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
# correlation: 0.000000
# volatility: 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000 0.200000
100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000
100.729822 99.918373 100.972644 101.564779 101.035122 100.353729 98.508078 101.731955 100.551420 100.844176 101.262482 100.660630 100.858286 98.406556 99.725436 99.899878 101.725912 100.343968 99.781388 99.189480 99.619478 99.307232 101.197302 99.376367 99.262979 100.819393 101.182687 99.717102 101.016150 100.532134 101.081740 99.956365 101.598905 99.641822 97.613199 97.189667 100.555586 99.507637 100.111916 100.199244
99.789838 99.612429 101.526943 100.365004 100.821291 98.670234 98.885849 101.458244 101.763012 100.004510 101.280018 100.706012 99.454129 100.026691 98.499385 101.064312 102.628442 102.414902 98.856134 99.444829 99.457887 99.530757 101.245543 98.792306 99.720405 101.402671 99.863177 101.225253 101.580399 100.517839 101.307015 99.806189 101.673242 100.637001 96.893698 96.713921 101.905512 97.122061 100.263291 100.450840
99.149947 98.263374 104.026453 99.589502 99.092110 97.735339 100.492868 102.521481 101.898294 100.357462 102.297819 100.631933 99.309640 99.363841 101.244236 101.195074 104.528056 103.232373 98.421625 99.495128 100.053637 98.135106 103.999761 99.382204 99.457063 100.322882 99.233495 100.551313 101.298613 98.473793 99.718567 100.349521 102.019747 100.337552 96.974600 98.208272 101.944588 98.217137 101.383907 102.736283
98.922889 99.073245 104.278136 100.429929 100.175108 97.755843 100.192566 102.673188 102.676290 101.409193 100.894951 99.803404 100.177043 99.027581 100.837410 102.166584 106.353944 103.300542 96.842398 99.809971 99.746758 99.546393 103.723629 101.443582 97.967991 99.261369 100.435082 100.346077 100.879057 100.049728 99.536411 99.258143 101.986852 102.014110 96.702257 99.352432 101.343520 98.687936 104.322076 102.905181
97.786022 98.936162 104.773840 100.188466 101.696178 97.717378 99.466244 104.486993 104.037038 99.818635 101.692643 101.896596 101.073147 99.331252 100.495785 102.528680 106.709664 104.571417 96.993551 99.665261 98.812063 98.694610 102.022607 101.810183 97.408866 100.234780 101.702278 101.116155 101.016150 98.524545 98.366944 102.422696 102.535209 101.059874 96.601781 99.340148 100.510130 98.913369 105.211731 102.824241
97.317791 98.953420 105.312482 99.386233 103.600542 98.771797 99.243571 104.644769 104.631200 99.980326 101.238929 100.898036 101.161808 98.296899 100.960658 102.924544 106.567192 105.704605 95.419150 99.534556 97.052128 99.103980 103.088395 100.204385 96.993474 99.340877 102.379252 102.367978 100.937628 98.252889 97.017456 101.352030 102.899377 100.764063 98.072703 99.525662 100.726517 99.181889 103.899806 101.803116
98.094133 98.353769 104.328152 99.151873 105.729801 100.963566 99.410923 103.892878 102.104904 101.892599 100.530025 100.250574 100.387369 98.819883 102.775989 103.048080 105.235155 105.885862 96.529017 98.694105 98.646576 98.486782 102.926745 99.551947 96.023554 100.771142 103.491162 102.735902 102.298090 98.394386 98.718748 101.384567 104.716811 100.437224 97.383320 98.845231 99.936650 99.411051 104.384241 101.438474
97.927845 99.328889 105.419424 97.230377 104.492125 101.912390 98.958336 103.697564 101.318231 101.775010 100.874788 102.092767 100.837428 98.920875 102.621315 102.337598 105.582951 104.786866 97.888283 98.976806 98.422084 98.396783 103.010719 98.527357 97.714707 101.856818 105.379200 100.042334 101.413766 96.985127 98.306674 100.007530 105.112592 101.649627 97.668921 99.565625 98.350640 100.421406 104.355732 100.466086
96.928425 97.996933 105.728311 97.134770 104.814765 102.310290 98.573960 104.802628 100.497998 99.933910 101.599760 101.540611 100.206202 100.573263 103.372702 103.495632 105.142177 104.504095 97.930532 98.882063 97.535995 101.094056 102.714512 98.545686 99.084335 104.375182 105.947527 99.955148 101.505708 97.551821 97.333464 99.364750 105.204145 100.638220 95.814221 99.257446 99.163270 100.250102 101.991481 100.202356
